,index,date,id,title,content,im_votesum,im_votecount,score,version,author,source,userImage,thumbsUpCount,replyContent,repliedAt
3362,,2020-04-10 08:40:14+00:00,,,Installation und Verbindung zum Garmin-Konto ohne Probleme.,,,4,1.0.2,Dominik Kobler,PlayStore,https://lh3.googleusercontent.com/-ge_lcu6brYw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnT4C_VCLq9-mLAkJdGVoAsxuDglA/photo.jpg,0.0,,
3492,,2020-04-10 00:25:36+00:00,,,Super App nur leider noch ohne Samsung. Somit für meine Gear fit 2 pro noch nicht zu gebrauchen...,,,4,1.0.2,Anett L.,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhP7ZdpO9RB5AabEmGK7k3rJd5JxZts__CmrQ8x,0.0,,
2363,,2020-04-11 21:38:21+00:00,,,"Es dauerte recht lange bis sich die App mit meiner Fitbit Versa 2 verbunden fühlte. Es wird seit zwei Tagen ""Verbundenheit"" trotzdem ""0"" Datenspendetage angezeigt, warum? EDIT: seit heute (11.4) zeigt es genau 3 Tage Datenspende an! Vielleicht muss man sich etwas gedulden, so 3 Tage ;)",,,4,1.0.2,Sue G.,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GiC9uZHAytf_TxK4s-UHFCr7gL2_i2sIziqfeU99g,1.0,,
4140,,2020-04-09 12:18:23+00:00,,,Kann meine Google Fit Daten nicht einspeisen. Fehler 403: rate_limit_exceeded ................................... Update 09.04.: Heute hat es geklappt!,,,4,1.0.2,Matthias Müller,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GjrbHYTzLy8lJa8xK_APKnbvPP-AC1jXbN7xJNNmIc,0.0,,
3005,,2020-04-10 16:47:20+00:00,,,"Die Anmeldung mit Polar funktioniert super. Eine Frage trotzdem: Warum steht Anzahl der gespendeten Tage immer noch eine ""0"" ?",,,4,1.0.2,A M,PlayStore,https://lh3.googleusercontent.com/-6KYU-2ZcXL4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckbFTTdYVzCSozL0cVL9kWFe2vOHQ/photo.jpg,0.0,,
5140,,2020-04-08 18:19:56+00:00,,,Bitte Huawei Health bzw. Honor Band einbinden. Leider wird der Puls nicht mit Google Fit synchronisiert.,,,4,1.0.2,Monika Riehn,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Ghn-Urp8uYR5O-EhEq9jxerc0sYhMwSTsbL7p8a7A,0.0,,
2553,,2020-04-11 12:06:36+00:00,,,"Einfache app, die whs. im Hintergrund macht, was sie soll, wenn auch die Tage zeitverzögert gezählt werden. Datenschutzregeln transparent. Ich trage ein Garmin System, das sofort erkannt wurde. Ein Update für Samsung Nutzer wäre sehr wünschenswert. Manuelle Eingaben von Symptome, wie beschrieben, ist zumindest bei mir nicht möglich.",,,4,1.0.2,Thomas Huberty,PlayStore,https://lh3.googleusercontent.com/-UQTKjefepXw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckbKSsje6N5XMZEip6YRnp8ZQf7WA/photo.jpg,0.0,,
3103,,2020-04-10 14:14:00+00:00,,,Einbindung mit Garmin hat sofort funktioniert. Hoffe auf rege Beteiligung und aufschlussreiche Werte und Daten,,,4,1.0.2,Rene Döpke,PlayStore,https://lh3.googleusercontent.com/-XDT1hts-GJw/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclJS1rbEddj9LpWxiL2eKFaUP_Pyg/photo.jpg,0.0,,
2561,,2020-04-11 11:48:46+00:00,,,"Jetzt funktioniert der App. Bisher läuft er wohl stabil und ohne Probleme. Muss noch ein bisschen testen. Auf jeden Fall sind die Entwickler sehr hilfsbereit. ***** Google fit ging erst nicht, wurde nun weiterentwickelt und nun scheint es zu funktionieren. Mal abwarten.",,,4,1.0.2,Katja Braun,PlayStore,https://lh3.googleusercontent.com/-6hCKuUaFqaE/AAAAAAAAAAI/AAAAAAAAATw/AMZuuclJqQ3E4BqYfDm4Sd0Nn38effsw6g/photo.jpg,0.0,,
2535,,2020-04-11 12:38:44+00:00,,,"Funktioniert hervorragend... Ich habe eine Samsung gear classic, die ich über FitBit angemeldet habe und so FitBit auswählen konnte (so als Tip für alle die versuchen sich mit Google fit einzuloggen ;) ). Wäre trotzdem schön wenn noch mehr Hersteller hinzugefügt werden. Also Samsung fehlt da auf jeden Fall noch, da ja viele Menschen Geräte von Samsung verwenden.",,,5,1.0.2,Sascha Bobowski,PlayStore,https://lh3.googleusercontent.com/-TZlqeWC2TYE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnP632Z78hxONR_dGSJK3f4KNjaeQ/photo.jpg,0.0,,
3571,,2020-04-09 22:30:44+00:00,,,Absolut problemlose Einrichtung. Vielen Dank.,,,5,1.0.2,Matthias Brodatzki,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhPKVF3CkhuoEgfnM7H95FgiPpJxDWLT8YYEQfl,0.0,,
4229,,2020-04-09 10:22:18+00:00,,,"Gute Sache, nun auch Unterstützung für Google Fit. Erfolgreich eingerichtet und funktioniert",,,5,1.0.2,Rene Gensert,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GiTbdDSMgxEidthWTQUD4_0wvNZFUPVFwwezm4C4Q,0.0,,
2239,,2020-04-12 09:42:23+00:00,,,"Nachdem anfangs die gespendeten Tage noch nicht angezeigt wurden, funktioniert das jetzt auch. Die Verbindung mit meiner fitbit war problemlos möglich. Ich hoffe, dass daraus wertvolle Erkenntnisse gezogen werden können und bin schon auf die ersten Auswertungen gespannt!",,,5,1.0.2,Dominik Mundel,PlayStore,https://lh3.googleusercontent.com/-GtYWJBy4bVY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckfKtzjqEE_B52Kj3BcrXAg9Qjglw/photo.jpg,1.0,,
2341,,2020-04-11 22:56:43+00:00,,,"Nach anfänglichen Problemen hat man die App nun doch in den Griff bekommen. Simple und verständlich aufgemacht. Design gefällt mir auch! Schön, wenn man auf diesem Wege einen Beitrag leisten kann.",,,5,1.0.2,Chris T.,PlayStore,https://lh3.googleusercontent.com/-nR7gfRFJD9Q/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckQ3j91lx_gYTIJJmWTBgZnq7sfrA/photo.jpg,1.0,,
4935,,2020-04-08 20:19:38+00:00,,,"Schnelle Anmeldung, problemloses verbinden mit Fitbit!",,,5,1.0.2,Rebekka Tammen,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhX9XQbZs2mL48aOCG61tm78nsZotQeo8nelwBHog,0.0,,
2509,,2020-04-11 13:34:21+00:00,,,Konnte mich heute anmelden. Alles gut funktioniert.,,,5,1.0.2,Andreas Cwilag,PlayStore,https://lh3.googleusercontent.com/a-/AOh14Gh1pJ9TM3i8fVphypZ-jvLKhIJHJJLDORxxBVJWFw,0.0,,
5094,,2020-04-08 18:48:42+00:00,,,"Die App wäre nicht schlecht. Leider habe ich ein Yoho Fitnessarmband, daher funktioniert diese App bei mir leider nicht. Schade. Bitte um kurze Info, welches Fitnessarmband man für diese App genau benötigt, damit es funktioniert? Danke.",,,5,1.0.2,EC,PlayStore,https://lh3.googleusercontent.com/-N1OE3ewmlS8/AAAAAAAAAAI/AAAAAAAAFqg/AMZuucnu0WjyLEhuoeC9EvSU4kNH_LyJSw/photo.jpg,0.0,,
2659,,2020-04-11 09:21:47+00:00,,,"Verbindung mit Garmin hat funktioniert. Nach mehreren Tagen steht allerdings noch immer ""Anzahl der gespendeten Tage = 0"". Also wird wohl nichts übertragen. Sehr schade. Update: jetzt funktioniert es und es werden gespendete Tage angezeigt.",,,5,1.0.2,G SL,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhezhfsIAT1k6y5Jab3CwuLtRtNstUZ3Vp2LTGwsQ,0.0,,
2346,,2020-04-11 22:36:12+00:00,,,Macht was es soll...,,,5,1.0.2,Andreas Kellner,PlayStore,https://lh3.googleusercontent.com/a-/AOh14GhueCDlkUFQXvxltIzVKnjMP-olVZp_WjVMkkxa4_Q,2.0,,
444,253.0,2020-04-10 18:23:06+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=6/sortby=mostrecent/5792240095,Fehlende Rückmeldung,"Schade, dass man nicht sieht, ob die App funktioniert. Werden so repräsentative Daten erhoben?",0.0,0.0,1,1.0.3,Ritterin67,AppStore,,,,
443,254.0,2020-04-10 18:15:13+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=6/sortby=mostrecent/5792212295,"Ich war gern bereit hier mitzumachen, aber","dann sollte dir App auch funktionieren, bisher wurden angeblich keine Daten übertragen.
Die App gibt einem kein Feedback. Ich kann mir nicht vorstellen, dass hier viele Erkenntnisse zusammen kommen. Die Health-Daten sind nun auch nicht so der Erkenntnisbringer. Werden hier vielleicht doch eher Bewegungsprofile ausgewertet?",0.0,0.0,1,1.0.3,Sascha P.,AppStore,,,,
588,409.0,2020-04-11 10:24:17+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=9/sortby=mostrecent/5795439488,Bleibt bei ‘0’!,Ansich ist es ja eine gute Idee. Aber die App ist nicht ausgereift. Der Zähler bleibt konstant auf ‘0’! Im Moment scheint mir die App nicht sinnvoll. Man kann auch nirgendwo genau einsehen was diese App sammelt. So vertrauenswürdig scheint mir das im Moment eher nicht. Werde die App erstmal wieder entfernen.,1.0,1.0,1,1.0.3,Shannexa,AppStore,,,,
275,416.0,2020-04-10 08:47:03+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=9/sortby=mostrecent/5790031975,Würde ja gerne helfen...,"...aber wenn der Datenzähler (gespendete Tage) statisch auf „0“ stehenbleibt trägt das leider nicht zum Vertrauen auf den Nutzen dieser App bei. Werden überhaupt Daten übertragen? Wie viele aus welchen der freigegebenen Apps? Das sollte doch leicht darstellbar sein. Bitte dringend nachbessern, dann steigt auch die Bereitschaft dieses Projekt zu unterstützen.",0.0,0.0,1,1.0.3,thowaei,AppStore,,,,
375,320.0,2020-04-10 13:43:26+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5791142023,Postleitzahl,"Habe meine Postleitzahl eingegeben und bekomme folgende Fehlermeldung: „bitte geben sie eine gültige, fünf-stellige Postleitzahl ein.“ Habe gedacht ich wäre blöd und habe die PLZ nochmal überprüft. Habe sie aber richtig eingegeben. Kann also nur einen Stern geben weil funktioniert bei mir nicht ¯\(ツ)/¯",0.0,0.0,1,1.0.3,LSRezes,AppStore,,,,
413,283.0,2020-04-10 16:10:47+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=6/sortby=mostrecent/5791744202,Datenschutz!!!,"""Unterschätze nie die Macht der dummer Leute, die einer Meinung sind.""",0.0,0.0,1,1.0.3,MNI89,AppStore,,,,
381,314.0,2020-04-10 13:53:17+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5791183341,Gute Idee,"Funktioniert leider noch nicht richtig. Ich kann immer nur die Seite sehen, auf der die verbundenen Geräte angezeigt werden.😕

Bei erneuter Installation wird noch nicht einmal die PLZ angenommen. Habe die App jetzt leider wieder deinstalliert.",0.0,0.0,1,1.0.3,NataschaLeng,AppStore,,,,
266,425.0,2020-04-10 08:30:29+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=9/sortby=mostrecent/5789974022,Griff ins Klo,"Tage stehen weiterhin auf Null. Wir möchten helfen und können es nicht. Bravo RKI , habt Ihr richtig was gerissen. Hoffentlich haut Eure andere Arbeit hin.",0.0,0.0,1,1.0.3,andre_p_berlin,AppStore,,,,
658,347.0,2020-04-11 17:04:25+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5796965684,"Idee gut, Benutzung schlecht","Koppeln und Entkoppeln mit Apple Health klappt scheinbar nicht immer. 
Die Apo zeigt immer 0 gespendete Tage an, dass ist sehr verwirrend. 
Bitte eine ordentliche App anbieten, so bringt die beste Idee nichts.

Auch nach zwei Updates immer noch 0 gespendete Tage. Die Kopplung an Health wurde zwar verändert, aber es klappt weiterhin nicht oder ich bekomme nicht mit, dass Daten gesendet werden. 
So macht das keinen Sinn, gelöscht.",0.0,0.0,1,1.0.3,FunkyMusic1999,AppStore,,,,
587,410.0,2020-04-11 10:20:21+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=9/sortby=mostrecent/5795426792,Fehlerhaft,"„Zahl der gespendeten Tage = 0“
Das ist alles was diese App nun seit anzeigt, sonst nichts. Man erhält kein Feedback ob die Verknüpfung erfolgreich ist. Man erhält kein Feedback ob überhaupt Daten gesendet wurden. Ich habe die App daher leider wieder deinstalliert.",0.0,0.0,1,1.0.3,ernstol,AppStore,,,,
234,457.0,2020-04-10 07:38:14+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=10/sortby=mostrecent/5789793338,Gesendete Daten = 0,Auch nach dem letzten Update steht in der App immer noch das 0 Daten gespendet worden sind . Verbunden mit der Watch bzw Health ist die App. So wird das halt nichts.,0.0,0.0,2,1.0.3,enno82le,AppStore,,,,
639,364.0,2020-04-11 15:23:46+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=8/sortby=mostrecent/5796575967,Suunto geht nicht,Würde gerne aber ....,0.0,0.0,2,1.0.3,THM1111,AppStore,,,,
423,273.0,2020-04-10 16:43:41+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=6/sortby=mostrecent/5791871105,Funktioniert nicht,Sammelt keine Daten über Apple Health. Trotz Apple Watch. Bringt so halt dann auch gar nix. Aber 2 Sterne für die gute Sache,0.0,0.0,2,1.0.3,dapda hang,AppStore,,,,
565,133.0,2020-04-11 08:11:00+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=3/sortby=mostrecent/5795003078,Gute Ansatz! Dafür gebe ich gerne meine Daten,"Wir teilen diese Daten täglich mit großen Unternehmen, ohne zu wissen, was damit geschieht.

Schön, dass diese Daten hier gesammelt werden und so hoffentlich allen einen Nutzen bringen!

Nachtrag: Die App schien gut umgesetzt und ich gebe hier gerne meine Daten, was aber leider nicht funktioniert.

Nach 4 Tagen wurden immer noch keine Daten ans RKI übertragen. 

Sehr schade, dass man hier nicht eine Woche mehr investiert hat um die App vernünftig zu testen!

Ich werde es weiter versuchen, aber so verspielt man schon stark das Vertrauen in diese Maßnahme.",0.0,0.0,2,1.0.3,Vizions,AppStore,,,,
411,285.0,2020-04-10 16:09:43+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=6/sortby=mostrecent/5791740217,Leider keine Rückmeldung,"Immer noch Tagesanzeige auf 0, obwohl ich seit drei Tagen die App installiert habe. Ich stelle gerne meine Daten zur Verfügung. Aber werden Daten überhaupt gesendet. iPhone 11 und Apple Watch 5.",0.0,0.0,2,1.0.3,eiche59,AppStore,,,,
467,32.0,2020-04-10 20:16:34+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=1/sortby=mostrecent/5792619832,Kinderschuhe,"Diese App steckt noch in den Kinderschuhen. 
Grundsätzlich eine gute Idee 🙏 - Ich bin gerne dazu bereit, Daten zu spenden, wenn es hilft. Allerdings ist die App (noch) nicht ausgereift. Es sind definitiv noch einige Bugfixes erforderlich. Ich bin mit Apple Health (die Apple Watch 3 trage ich nahezu immer.. Tag und Nacht) und Garmin Connect (Forerunner 245 beim Sport treiben) verbunden. 
Ich nutze die App seit Tag 1. Auch bei mir wird die Anzahl der gespendeten Tage mit 0 angezeigt. In der Hoffnung, dass sie zeitnah wirklich läuft, werde ich diese App aktuell noch nicht löschen.",0.0,0.0,2,1.0.3,LiesiLotte,AppStore,,,,
364,330.0,2020-04-10 13:09:48+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5791002614,Spendetage,Bei mir seit Tagen auf 0 ?  Geht da jetzt was oder liegt ein Fehler vor? Ich würde echt gerne unterstützen. Trag mein Fitbit Tag und Nacht,1.0,1.0,2,1.0.3,HaSiERH,AppStore,,,,
501,482.0,2020-04-11 04:06:21+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=10/sortby=mostrecent/5794216469,Ausbaufähig,"Ich habe die App erworben um den Robert Koch Institut meine Hilfe anzubieten und meine Daten zu analysieren um anderen zu helfen.
Leider sieht man nicht ob überhaupt Daten übertragen werden. 

Nützlich wäre auch ein Hinweis aus den analysierten Daten, falls es zu dem Verdacht auf Corona kommt.",0.0,0.0,2,1.0.3,#Marcocheck$#,AppStore,,,,
663,342.0,2020-04-11 17:55:38+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5797151136,Wo ist das Feedback? App wird bald gelöscht,"Die Anzahl der Tage ist seit 3 Tagen auf 0. Man merkt gar nicht was und wie die App sich was zieht an Daten... irgendwie nicht sehr toll. 

Wird die App nicht bald korrigiert, werde ich sie wieder löschen!

Hab die App wieder gelöscht... zu undurchsichtig! Kommt auch nicht mehr auf mein iPhone drauf.",0.0,0.0,2,1.0.3,Danu99,AppStore,,,,
540,450.0,2020-04-11 07:11:26+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=10/sortby=mostrecent/5794811033,"Gute Idee, mangelnde Umsetzung","Auch bei mir hat die Installation problemlos geklappt. Habe die App seit der Veröffentlichung, dennoch steht bei den übermittelten Tagen „0“. Das bedeutet lt. RKI dass die Server überlastet und die Daten später runtergeladen werden. Derzeit sind angeblich 30.000 Fitnessarmbänder angemeldet und schon sind die Server überlastet. Mit wie vielen Usern hat das RKI denn gerechnet?",0.0,0.0,2,1.0.3,CatlynStark,AppStore,,,,
162,337.0,2020-04-10 04:54:00+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5789259093,Feedback fehlt,Es ist leider nicht ersichtlich ob Daten übertragen bzw. gespendet werden. Die Anzeige Datenspende steht bei mir seit zwei Tagen auf „Null“. Der Nutzer erhält somit kein Feedback bzw. fehlt es generell an einem Feedback welchen Beitrag man geleistet hat und wie der aktuelle Auswertungsstand ist.,0.0,0.0,3,1.0.3,Anemse,AppStore,,,,
576,419.0,2020-04-11 08:42:13+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=9/sortby=mostrecent/5795105407,Datenspende klappt wohl nicht,"Die Idee ist gut, aber da meine gespendeten Tage bei 0 verharren, scheint da wohl etwas nicht zu klappen.",0.0,0.0,3,1.0.3,Kleinbobo,AppStore,,,,
324,370.0,2020-04-10 10:55:15+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=8/sortby=mostrecent/5790486859,"Tolle Idee, und nun?","Eine wirklich tolle Idee, die ich gern unterstütze. Leider ist es nicht ersichtlich, ob man einen Beitrag leistet oder nicht. Gespendete Tage bleiben auf Null.",0.0,0.0,3,1.0.3,kasselernie,AppStore,,,,
394,301.0,2020-04-10 15:02:38+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5791472832,"Gute Idee, einfache Bedienung, aber Datenspende bleibt bei 0","Leider bleibt der Zähler der Anzahl der Tage mit erfolgreicher Datenspende bei 0 stehen, obwohl ich die App erfolgreich mit meiner Fitbit verbunden habe.",1.0,1.0,3,1.0.3,DNP87,AppStore,,,,
314,379.0,2020-04-10 10:23:25+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=8/sortby=mostrecent/5790373674,Leider nicht für iOS 12,"Leider nicht fürs IPhone 6 mit meiner appleWatch 3 geeignet, da iOS 12 nicht unterstützt wird.",0.0,0.0,3,1.0.3,Eddjens,AppStore,,,,
204,486.0,2020-04-10 07:02:44+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=10/sortby=mostrecent/5789673697,Bug?,"Die Idee ist gut aber ich habe das Gefühl, es ist noch fehlerhaft denn es werden keinerlei Daten von Apple Health übernommen. Es steht  da: keine Daten gefunden. Nutze es vom ersten Tag an, alle Daten sind freigegeben. Aber die App holt sich keine",0.0,0.0,3,1.0.3,Einkaufliste löschen?,AppStore,,,,
644,359.0,2020-04-11 15:28:38+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=8/sortby=mostrecent/5796595702,Eure Chance korrekte Daten auszuwerten,Die App ist eine gute Idee der Nutzen steht aber was ihr damit macht RKI. Bis zum heutigen Tage habt ihr euch nicht mit Ruhm bekleckert was die Auswertung und insbesondere Interpretation von Daten angeht. Letzte Chance...,0.0,0.0,3,1.0.3,chris.glogger,AppStore,,,,
667,339.0,2020-04-11 18:47:46+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5797329865,Nicht ganz schlüssig.,"Ich frage mich immer noch wie ich dazu beitragen kann. Die Anzahl meiner gespendeten Tage steht seit jeher auf Null. Also welche Daten teile ich? Was spende ich? Was wird erhoben? Das ein/eine Datenaustausch/Datenabfrage stattfindet steht außer Frage, das sehe ich in den mobilen Daten. Aber was? 

Ich würde ja gerne sagen, die App macht was sie soll...., aber macht die das auch?

iPhone 8, iOS 13.3.1 + Apple Watch 4",1.0,1.0,3,1.0.3,Diggl3r (v4.1),AppStore,,,,
571,423.0,2020-04-11 08:21:42+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=9/sortby=mostrecent/5795038368,Gespendete Tage 0,"Selbst nach 4 Tagen steht es noch auf 0. Weiß also nicht ob es klappt. Außerdem ist mir der Nutzen unklar, wenn noch nicht einmal Standort Daten erhoben werden... behalte die App trotzdem.",0.0,0.0,3,1.0.3,sgewambo,AppStore,,,,
694,316.0,2020-04-11 23:17:30+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5798197219,Eigentlich eine tolle Idee aber..,"Ich habe die App seit der Fertigstellung, sie ist nach wie vor mit meiner Apple Watch gekoppelt nur leider steht bei dem Icon „gespendete Tage“ 0 und das ändert sich leider nicht. Ich habe nichts zu verbergen und meine Daten können aufgezeichnet werden, deshalb habe ich die App installiert da ich den Gedanken dahinter super finde, nur wenn es nicht funktioniert finde ich das schade!",0.0,0.0,3,1.0.3,Jessica aus Berlin,AppStore,,,,
510,474.0,2020-04-11 05:44:49+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=10/sortby=mostrecent/5794537689,RKI Statement,"RKI Statement für die Nutzer, bei denen die Anzahl der gespendeten Tage bei 0 stehen bleibt:
Zur Anzeige der „gespendeten Tage“ in der App:
Aktuell ist in der App die Anzeige der gespendeten Tage nicht immer aktuell. Durch die große Auslastung der Server erfolgt die Abfrage der Daten noch etwas verzögert. Die Daten werden zu einem späteren Zeitpunkt abgerufen und fließen dann in die Analysen ein. Wir arbeiten daran die Kapazitäten zu erhöhen.",0.0,0.0,4,1.0.3,Pipo2309,AppStore,,,,
239,452.0,2020-04-10 07:45:09+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=10/sortby=mostrecent/5789816430,Zählt weiterhin nicht,"Trotz des neuen Updates zählt die App nicht. Werden die Daten überhaupt gesendet? Ich helfe gerne, möchte aber eine Info. Vielen Dank",0.0,0.0,4,1.0.3,Gisiso,AppStore,,,,
563,429.0,2020-04-11 08:08:51+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=9/sortby=mostrecent/5794995769,Gute Sache,Leider sehe ich auch keinerlei Aktivität bei meinen Datenspenden. Das sollte besser werden. Trotz 3 Tagen möglicher Übermittlung stehen immer null gespendete Tage in der App! Ich würde auch gerne ein gutes Gefühl dafür bekommen.,0.0,0.0,4,1.0.3,Matthias Hemcke,AppStore,,,,
437,260.0,2020-04-10 17:45:04+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=6/sortby=mostrecent/5792097918,"Idee gut, Rückmeldung an User fehlt",Ich kriege leider keinerlei Feedback ob überhaupt Daten übermittelt werden da die Anzeige bei „0“ bleibt.,0.0,0.0,4,1.0.3,Lanüh,AppStore,,,,
405,291.0,2020-04-10 15:52:28+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=6/sortby=mostrecent/5791672868,Keine Bestätigung,Die Datenspende- Anzeige bleibt bei 0 Tage stehen. Eine Verbindung wird jedoch angezeigt. Neu verbinden oder Software Fehler?,0.0,0.0,4,1.0.3,KHBO58,AppStore,,,,
429,267.0,2020-04-10 17:00:33+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=6/sortby=mostrecent/5791934572,"Prinzipiell gut, mit Luft nach oben","Wie schon öfter geschrieben, bleibt die Anzahl gespendeter Tage auf 0.
Und leider funktioniert mein Samsung Galaxy Fit Tracker noch nicht mit der App - aber was nicht ist kann ja noch werden. Viel Zeit hatten die Entwickler sicher nicht.",0.0,0.0,4,1.0.3,speyburn,AppStore,,,,
532,166.0,2020-04-11 06:40:00+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=4/sortby=mostrecent/5794711436,die Null muss stehen...,"auf dem Platz, in der App aber nicht. Ich komme mir so unnütz vor 😔",0.0,0.0,4,1.0.3,thomasgotschi,AppStore,,,,
569,425.0,2020-04-11 08:17:09+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=9/sortby=mostrecent/5795023328,Tolle Idee ...,... bei der ich gerne mitmache. Leider ist Samsung Health nicht einbindbar.,0.0,0.0,4,1.0.3,Futura DD,AppStore,,,,
175,324.0,2020-04-10 05:48:34+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5789435897,Datenspende Tageszähler steht immer auf 0,Der Tageszähler steht immer auf null. Wird also überhaupt gesendet?,0.0,0.0,4,1.0.3,Hackono,AppStore,,,,
250,441.0,2020-04-10 08:00:23+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=9/sortby=mostrecent/5789868586,Frage,"Habe gleich nach dem Erscheinen der App alles eingegeben, das Datenspende Feld steht heute noch auf 0. Habe ich etwas falsch gemacht?",0.0,0.0,4,1.0.3,&KlausLeo1954&,AppStore,,,,
665,33.0,2020-04-11 18:26:51+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=1/sortby=mostrecent/5797260092,"Gute Idee, gute App","Die Idee der Datenspende ist super. Gerne unterstütze ich dies. 
Habe sogar eine Anzahl der gespendeten Tage. Feedback erfolgt also.",0.0,0.0,5,1.0.3,K2000RSX,AppStore,,,,
632,370.0,2020-04-11 14:46:59+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=8/sortby=mostrecent/5796425476,Funktioniert einwandfrei!,"Macht, was es soll!",0.0,0.0,5,1.0.3,hafencity-leben.de,AppStore,,,,
154,345.0,2020-04-10 04:28:48+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5789177002,Läuft jetzt,"Nach anfänglichen anmeldeproblemen bei der Plz, läuft es nun ggf server überlastet oder sonstetwas...",0.0,0.0,5,1.0.3,Holly138,AppStore,,,,
363,331.0,2020-04-10 13:01:24+00:00,http://itunes.apple.com/DE/rss/customerreviews/id=1504705422/page=7/sortby=mostrecent/5790968608,Löblicher Ansatz aber ohne Funktion?!,"Generell mal 5 Sterne für den Ansatz aber für mich bleibt unersichtlich ob es überhaupt funktioniert. iPhone 11 pro mit neuestem iOS und  watch 4. 
Des Weiteren erhält man kein Feedback was los ist hinsichtlich Funktion und Wirksamkeit. 
Hier sollte das Marketing des RKI, sofern vorhanden, tätig werden.",0.0,0.0,5,1.0.3,folienfuchs,AppStore,,,,
