,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
1015,Markus Maier,https://lh3.googleusercontent.com/a-/AOh14GgyGfaJCvfo7IN1ld2BVm0rdHhmIfOnVTrIpO60dQ,"Hallo, Ich habe die App seit dem Releasetag auf meinem Handy. Am ersten Tag konnte ich mein Garmin Konto problemlos verbinden. Aber es wird immer noch 0 gespendete Tage angezeigt.",3,0,1.0.6,2020-04-16T09:53:46,,
1016,Frank Rupprecht,https://lh3.googleusercontent.com/a-/AOh14Gg3aG7Rn4LJE9-KIFFAky00mcC_s6EC1qp_bakDIg,"An und für sich ok. Nur das so wenig tracker unterstützt sind ist diese app für mich unbrauchbar. Samsung wird zb nicht unterstützt, obwohl sehr stark verbreitet.",1,0,,2020-04-16T09:53:42,,
1017,Kai Heimprecht,https://lh3.googleusercontent.com/-VAenh_SRQGE/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOBUuzJ6jOBN8LT3ApKKJYbVdZeAA/photo.jpg,"Die app scheint wohl nicht schlecht zu sein aber kommt auch noch die Funktion für mi fit Band 4 dazu? Update 16.04. Schade, anscheinend ist man nicht in der Lage weitere Fitness Armbänder frei zugeben....",2,0,1.0.6,2020-04-16T09:40:15,,
1018,Rene Einhaus,https://lh3.googleusercontent.com/a-/AOh14Ghbb2KWLs-kKaJs1la7ejo6KueesmdetSEaDf3oKA,"Funktioniert leider nur mit einem Fitness Tracker, mit jedem Handy lässt sich ein Bewegungsprofil per App erstellen und ein Handy hat mittlerweile fast jeder.",2,0,,2020-04-16T09:35:19,,
1019,Silvio Böttger,https://lh3.googleusercontent.com/a-/AOh14GjCBqoVCRKbae_RsxTj8DkxK5E5Lq_r_EzX7SlD,Xiaomi Mi Band 4 leider nicht möglich,1,0,1.0.6,2020-04-16T09:27:22,,
1020,Arnim Sperling,https://lh3.googleusercontent.com/-7XPbvQVfmqw/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMEgBc1wYuKOpzwdVyaJM8LH202Yw/photo.jpg,"Eine gute, sinnvolle Sache, aber es sind immer noch zu wenig Wearable möglich. Viele Nutzer haben sich preiswerte Wearables, wie u.A. Amazfit, M,i gekauft. Diese Mitbürger bleiben draussen, obwohl sie gerne helfen wollen. Eine Erweiterung wurde zugesichert, ist aber bisher nicht erfolgt. Also abwarten, und Tee trinken.",3,0,1.0.4,2020-04-16T09:17:22,,
1021,Daniela Meier,https://lh3.googleusercontent.com/-HZNB-_g2ds0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNEvLQuABFP70FIJLQdyYr0-puU6Q/photo.jpg,"Idee super...aber.. Was ist wenn ich keinen fitnesstracker oder ähnliches habe. Dann kann ich nicht teilnehmen, da ja eines dieser Geräte verbunden werden muss",3,0,1.0.4,2020-04-16T09:16:04,,
1022,Jens Kaboth,https://lh3.googleusercontent.com/a-/AOh14GjgaCJYR1LX1onQzOz10Py7-5CYKbL_h44siMv_dA,Wäre gut wenn man das auch über die Samsung Gear machen können.,4,1,,2020-04-16T09:10:39,,
1023,Stine Mosti,https://lh3.googleusercontent.com/-GGmwjFD9NtM/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPg2UO09wLc1xJiAAKGxIZomWFP6A/photo.jpg,"Ich finde die Idee an und für sich ganz gut, auch ich spende meine Daten gerne, doch leider funktioniert die Verbindung zwischen VeryFitPro und Google fit nicht einwandfrei, so wird zwar mein schlaf übertragen, aber nur teilweise meine Schritte, meine sportlichen Aktivitäten wie joggen/radfahren überhaupt ,Puls auch nicht, somit ist meine Datenspende leider unvollständig. Wäre schön, wenn man sich mit dieser app direkt mit VeryFitPro verbinden könnte und nicht über Drittanbieter gehen müsste.",3,0,1.0.6,2020-04-16T09:06:57,,
1024,Norbert Horrion,https://lh3.googleusercontent.com/-DL2LrZfaVpc/AAAAAAAAAAI/AAAAAAAABFs/AAKWJJOMJPPHrzQqgL_u7BngAiKCpoCuNg/photo.jpg,"Idee ist gut, aber warum Samsung als Hersteller von Wareable nicht auswählbar ist, ist für mich nicht nachvollziehbar.",2,0,,2020-04-16T08:50:15,,
1025,Stefan Freudenstein,https://lh3.googleusercontent.com/-kTDo2JIlPRo/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPqcLEHtPzve9IbsR8DhPXDhF8SgA/photo.jpg,"UPDATE: Bin nun auch den Umweg über Google fit gegangen. Anmeldung funktionierte sehr gut, allerdings kam kurz darauf eine Sicherheitswarnung von Google, dass sich ein unbekanntes Linux Gerät mit meinem Google- Account eingeloggt hatte. Dies hatte mich etwas irritiert, worauf ich mein Passwort änderte. Datenspende funktioniert nun auch. [alter Eintrag:] Ich benutze eine Samsung Smartwatch, diese wird leider nicht unterstützt. Gefühlt wäre diese meiner Meinung nach doch breit vertreten..?",1,2,1.0.6,2020-04-16T08:46:04,,
1026,Anke Töller,https://lh3.googleusercontent.com/a-/AOh14GgYqfYAaugqeWX7V7GZM4P-zSVsMLKyXgtZ-UmuRsQ,"Entspannt euch alle mal! Die App ist noch im Aufbau und wird noch entwickelt. Ihr sollt damit nicht ""rumdaddeln"", also hört auf hier von User Experience zu faseln. Nutzt sie, wenn sie für euch nutzbar ist und helft so mit gegen Corona. Und gebt den Entwicklern noch bisschen Zeit... Innerhalb so kurzer Zeit sowas zu basteln ist schließlich auch nicht ohne; und solltet ihr es besser können, warum helft ihr dann nicht mit? ;)",5,0,1.0.6,2020-04-16T08:39:33,,
1027,Annabell Nienhaus,https://lh3.googleusercontent.com/-Q1vzbvpiX_k/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPgkWV5tD4qY327QDoPJjkGrnW7rg/photo.jpg,Xiaomi Mi Band wird nicht unterstützt. Ist aber weit verbreitet. Bitte ergänzen.,3,0,1.0.3,2020-04-16T08:39:09,,
1028,Hans-Jürgen Janus,https://lh3.googleusercontent.com/-ByLpquIcWz0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNdIZxavXZ8GfdmwhxnlpgpyP0zKQ/photo.jpg,Nach jedem Patch springt der Zähler auf 0. Ansonsten keinerlei Probleme beim Einrichten. Mittlerweile bleibt der Zähler auf 0 stehen. Es wird nicht weiter gezählt.,4,0,1.0.6,2020-04-16T08:28:28,,
1029,Willi Linden,https://lh3.googleusercontent.com/a-/AOh14GgTpJee8gK8WvpDEO_qlmmQgBVvTkcEjctMcSxlZQ,Bin kaum angemeldet,5,0,1.0.6,2020-04-16T08:28:25,,
1030,Ellen Adolph,https://lh3.googleusercontent.com/-FS8brSvOurE/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNOFkl1Ja08qAGW64PK5an5YkXXoQ/photo.jpg,"Ich verstehe nicht, was die App erfasst und weitergibt. Woher soll die App wissen, wer corona hat und wer nicht. Ich verstehe den Sinn nicht. Und bevor mir das nicht verständlich gemacht wird, werde ich auch nichts derartiges installieren.",1,0,,2020-04-16T08:19:51,,
1031,Werner Senster,https://lh3.googleusercontent.com/-PKF62-zm0NY/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNyBGTNlGz5J-6ABxxZRxJALm_f4Q/photo.jpg,Kann ich leider nicht mit meiner Samsung Swatch nutzen.Bitte nachbessern.,1,0,1.0.6,2020-04-16T08:19:27,,
1032,Ronny Kaczmarek,https://lh3.googleusercontent.com/a-/AOh14GhqOwuICQ1rVFwhgWEv29_GKrmcpVSH1kgnsUsHVA,Funktioniert nicht eine Anmeldung bei Google fit führt immer zum Absturz daher absolut ohne Funktion,1,0,1.0.6,2020-04-16T08:10:12,,
1033,Bernd Falke,https://lh3.googleusercontent.com/-hvUxrvaWMV0/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNHw-5mVUz55E_rjixl4_rX71pVYg/photo.jpg,Update :Ab dem 14.04 funkzuniert das Honorband 5 über Googlefit einwandfrei. Datenspende zeigt 2 Tage an.Ein Vorschlag wie wäre es eine kleine Tabelle welche Hardware mit den Apps richtig eingebunden wird. In anbetracht der noch neuen App könnten so viele User mit weniger Stress mitmachen.Denn die Einbindung Samsung und Huawei Gräten ist ziehmlich durch das Knie geschossen. B.Falke B.Falke,5,0,1.0.6,2020-04-16T07:57:10,,
1034,Andreas Braun,https://lh3.googleusercontent.com/-iUmHXVv-_Q8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOnBTKEqGe5GyrjgolyGajDoi6PVg/photo.jpg,"Kann sie leider nicht beurteilen, da meine SmartWatch eine Samsung ist, diese aber in den Auswahloptionen der Uhren nicht aufgelistet ist.",1,0,,2020-04-16T07:56:12,,
1035,Karola Hamann,https://lh3.googleusercontent.com/-ZstbM6l2cms/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNdakLp9jlmM_qFrRQL6jZ8fSWU9Q/photo.jpg,Es fehlt u.a. die Möglichkeit der Datenspende für Nztzer der Samsung-Smartwatches. Das dürften nicht wenige sein.,1,0,1.0.6,2020-04-16T07:52:50,,
1036,Peter Schäfer,https://lh3.googleusercontent.com/a-/AOh14Gg-_-X9TnJ0EkkoA7w4oRLWxqMneni3VXC13Iwvg1A,Lässt sich leider nicht mit Samsung Galaxy Watch verbinden. Kein Zugriff auf die Samsung Health App mit Health sync geht es aber umständlich. Health sync kostet aber nach einer Probezeit.,3,0,1.0.6,2020-04-16T07:52:02,,
1037,Pat XYZ,https://lh3.googleusercontent.com/-4zkrS2LTO7U/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOK66lDOQtJybFOEuxHJg5htXr4hg/photo.jpg,Schade dass ich meine Samsung Watch nicht verbinden kann. Heißt das die App ist für mich nutzlos?,2,0,1.0.6,2020-04-16T07:43:46,,
1038,Die Ranunkeln,https://lh3.googleusercontent.com/a-/AOh14GjSayVbxAbs3iOIZD5EuY8-X-a2MuvSYIpW9pNW,"Nachdem ich die App installiert habe, habe ich erst gesehen, dass ich mich nur beteiligen kann, wenn ich so ein Fitness Ding habe. Schade. Habe ich nicht. Kann ich nicht helfen und mir auch keiner sagen, wann ich Kontakt hatte. Schade. Müsste irgendwie anders gehen. Die App fliegt wieder runter.",1,0,1.0.4,2020-04-16T07:36:16,,
1039,Ein Google-Nutzer,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Würde gern helfen, aber eine Verknüpfung zu Huawei/Honor wird nicht unterstützt. Die angebotenen unterstützenden Apps sind zu wenig. Bitte das Angebot ausbauen.",1,0,1.0.6,2020-04-16T07:33:33,,
1040,Cerah Hillmann,https://lh3.googleusercontent.com/a-/AOh14GhhWh2ijxlMAwg15ONYhO1WzECkJVDf1Xmac2ugFA,Die einige Anwendung für die ich zu dumm bin um mich anzumelden. Nimmt die Tastatur nicht an,1,0,1.0.4,2020-04-16T07:27:28,,
1041,Jürgen Schmack,https://lh3.googleusercontent.com/a-/AOh14Gj8SBcBC8hPycfZ9OoX7Gcl_tVvg3nfuw8kIsINZxo,"Login-Daten können nicht über die Zwischenablage eingegeben werden. Es gibt keine Einstellmöglichkeit für das Anfangsdatum des Datenabrufs, werden beim Einloggen alle Daten der zurückliegenden Jahre abgerufen? Nachtrag: die Darstellung der Dienste- Verknüpfung wurde verbessert👍 Nach mehreren Tagen Nutzung steht allerdings die Anzahl der gespendeten Tage immer noch auf 0. Die Tage werden jetzt angezeigt. Es fehlt eine Aussage über das Ergebnis der Datenermittlung.",3,0,1.0.6,2020-04-16T07:18:56,,
1042,Enrico Pujanek,https://lh3.googleusercontent.com/-XBnzJSHpzvs/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMbMuY1KhFSRxFjJd62VJ903sb9bA/photo.jpg,Ohne Zusatzgeräte nicht nutzbar.,1,0,1.0.4,2020-04-16T07:02:15,,
1043,Mio Vau,https://lh3.googleusercontent.com/-PAUS2tuNJ-M/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPwweISteZlb0trgl77Jtg8iP7WNg/photo.jpg,Die Unterstützung von Samsung Wearebles wäre wünschenswert. Sehr weit verbreitet.....,2,0,1.0.6,2020-04-16T06:31:28,,
1044,Raphael Schewski,https://lh3.googleusercontent.com/-N_5Dro4_7ZQ/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNkcUB8Wihyynmg9lFw8E2YGnJd3g/photo.jpg,"16.04.2020: Weiterer Versuch das Ding wieder mit einem Garmin Account zu Verbinden, funktioniert absolut nicht. Man kann kein @Symbol eingeben- trotz Bestätigung auf der Tastatur keine Reaktion im Formularfeld... Leider weiterhin MANGELHAFT. 09.04.2020: Gute Idee, mangelhafte Umsetzung- Verbindung zu Garmin Account funktioniert mit einem Huawei P30 Prof nicht, man kann weder Mailadresse noch Passwort eingeben. Die Oberfläche nimmt dies einfach nicht an. Habe die App daher wieder gelöscht.",1,1,1.0.6,2020-04-16T06:28:04,,
1045,Herbert Jäger,https://lh3.googleusercontent.com/a-/AOh14Gh1cVFBtbjkXMlhAan-C_0uBHadSiCWu6HN0TIU,Ich mache mit!!! Die App brauchte länger um meinen Tracker zu finden. Jetzt warte ich mal ab.,4,0,1.0.6,2020-04-16T06:19:58,,
1046,Theo Hans,https://lh3.googleusercontent.com/a-/AOh14GgKINYXS-YBiEIif1UczU8eIML3kxvQN5cHF2_I7Q,"Funktioniert nur bis zur Anmeldung, ab Google Fit Login Fenster kann ich nichts eingeben. Auch trage ich keine Fitness Uhren oder Tracker, lediglich das Handy ist am Mann. Schade ich hätte gerne geholfen. Jetzt klappt es, stellt sich nur die Frage wenn aus irgendwelchen Gründen Bluetooth abgestellt wird, funktioniert es ja nicht wie gedacht, oder irre ich mich da?",4,0,1.0.6,2020-04-16T04:50:23,,
1047,JAN Blizzy,https://lh3.googleusercontent.com/-QihdP6qTBEw/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPXu9pgl73vbswxRqcmyFllR8pYVQ/photo.jpg,Staatstrojaner. Stasi. Nazis. Diktatur. Kein Impfchip. Niemals,1,0,,2020-04-16T01:45:03,,
1048,Henning Kloppe,https://lh3.googleusercontent.com/-qT-KUJAgmao/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJP9j15dvFHPgEWx9Uw_Gks7yDZkBg/photo.jpg,Anfangs war es erst so das fitbit sich nicht verbinden wollte aber es dann doch geschafft hat am nächsten Tag und nach Neustart des Telefons werden auch alle Tage gezählt . Läuft ohne Probleme bis jetzt. Helfe gerne und hoffe das es was bringt. Und wer sich über Datenschutz aufregt soll mal genau überlege was er alles so an Apps auf dem Handy hat wo man nicht genau sicher ist wer da was bekommt .,5,0,1.0.6,2020-04-16T01:30:55,,
1049,pauerbower,https://lh3.googleusercontent.com/-dR3QlhJvbzw/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPpITJcc_KG5Zei5oK641TZgjwjJA/photo.jpg,"Funktioniert mit Garmin sehr gut. Man muss helfen, damit wir so schnell wie möglich ein normales und hoffentlich nachhaltigeres Leben führen können! Macht mit! Ich will wieder in's Weser-Stadion und Werder sehen! (Das ist natürlich nicht so wichtig aber wäre sehr schön)",5,0,1.0.6,2020-04-16T01:13:41,,
1050,Asad Zaidi,https://lh3.googleusercontent.com/a-/AOh14Gj2Xa8-FrRzw6Ntk-iHwnZMjrtchp4kvZu346-1,Ich würde aber gerne sehen was genau übertragen wird also in welchen Umfang und einzelne Details.,5,1,1.0.6,2020-04-16T00:46:53,,
1051,Jörg Jungbluth,https://lh3.googleusercontent.com/a-/AOh14GhWWNYTkMgIkpvLNwWM5o8OBUcLE1KNRp7NDSDa,Funktioniert nicht,1,0,,2020-04-16T00:38:55,,
1052,Marco Strack,https://lh3.googleusercontent.com/-KHSV9qPo2l8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJOc0SZmrSbW7l2i1K0KbFEOeVrUDQ/photo.jpg,Ich würde gerne spenden nur leider ist mein Anbieter nicht auswählbar samsung health und ich möchte mir keine neue uhr kaufen um hier zu helfen bitte hinzufügen dann gibt es 5 Sterne und natürlich meine Daten,1,0,1.0.6,2020-04-16T00:37:25,,
1053,Al Ex,https://lh3.googleusercontent.com/-mzSDutGcfT8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMtc23jmolLBMmA7KHuS_V8OsB1AQ/photo.jpg,Alles Problemlos und funktioniert scheinbar auch.,5,0,1.0.6,2020-04-16T00:36:07,,
1054,Marie B,https://lh3.googleusercontent.com/-KQ2dHUJtToU/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJN--ueyOzChAmlKFutfphk9W5niEA/photo.jpg,Mittlerweile geht die Google Anmeldung. Ich finde es eine super Sache und die App ist sehr einfach und verständlich aufgebaut. Auch eine Abmeldung wäre sehr einfach.,5,0,1.0.6,2020-04-15T23:49:55,,
1055,Ari Ane,https://lh3.googleusercontent.com/a-/AOh14GiFeCGE-eN00FU-mpdMwMZwapMFPKSFGGpguqYdUA,Gute Idee dahinter. Mit ner Samsung Uhr kann man nur nicht die Daten einfließen lassen.,4,0,1.0.6,2020-04-15T23:48:56,,
1056,Ein Google-Nutzer,https://lh3.googleusercontent.com/a-/AOh14GgYL5vd-GbZ7_Wv3RNqgNSPWVWRJdQA3Md86q6sIQ,Google verbinden NICHT möglich! 👎🏻,1,0,,2020-04-15T23:40:37,,
1057,Mike,https://lh3.googleusercontent.com/a-/AOh14GhfcOjV1XnnBmc-axCHWrqkM0GWito5PipTYk4xiQ,"🙈 wie soll durch mein Aktivitätsniveau, herauskommen ob ich eventuell erkrankt bin. Die App stammt übrigens nicht vom RKI sondern von einem Drittanbieter, wer weiß genau was mit den Daten passiert, jeder pocht immer auf Datenschutz usw. und hier wird eine App hervorgezaubert die sehr frag würdig ist, aber jeder darf selbst entscheiden was er macht, aber bitte nicht wundern wenn irgendwelche Daten im Netz wieder auftauchen, und dann stellt man fest ohhhhh wie konnte sowas nur passieren 🤔🤔🤔🤔",1,1,1.0.2,2020-04-15T23:12:19,,
1058,Michael Menzel,https://lh3.googleusercontent.com/a-/AOh14GgAgaDMJ208XKIrnAsx4kTFDVPj66KPFQjeqV_xKg,Leider bisher keine Samsung Fitnessband Unterstützung.,2,1,1.0.1,2020-04-15T22:55:01,,
1059,Stefan Willhardt,https://lh3.googleusercontent.com/--OsnxR-WQvA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPUMtAZaQ1d0vlOqX-3zaCIPP6MNg/photo.jpg,Wer sich den Schrott installiert selber Schuld. Sagen die bei Facebook auch immer alles anonym oder bei Google,1,0,,2020-04-15T22:52:48,,
1060,Marcel,https://lh3.googleusercontent.com/a-/AOh14Gid946hP7OOo2rpDnnf1mXOsFpThqclcOzuFrRz,"Leider kann ich anscheinend mit meiner Samsung Health app und meinem Xiaomi Fitnesstracker dieses Projekt NICHT unterstützen, da diese nicht kompatibelsind, was ich sehr schade finde. Falls sich was getan hat, würde ich gern Kenntnis darüber erlangen",1,1,1.0.6,2020-04-15T22:51:46,,
1061,Anita Becker,https://lh3.googleusercontent.com/a-/AOh14GhU5DtMKowwu-J8saZeKKsMjYACg6czT_cGKJ3O-w,Leider kann ich meine Smartwatch von Samsung nicht verbinden.,1,0,1.0.6,2020-04-15T22:49:32,,
1062,Christian Schöps,https://lh3.googleusercontent.com/a-/AOh14GgUH8Ha11R0n4dxlfTexSSLz0JUn9CqB_GiBfPk,"Samsung ist in der Liste der Hersteller nach wie vor nicht vorhanden. Ich kann es immer noch nicht glauben. Menschen wollen helfen, nur wird es nicht geschafft, mit den größten Hersteller einzubeziehen. Nach über einer Woche.",1,3,1.0.6,2020-04-15T22:42:37,,
1063,docdo11,https://lh3.googleusercontent.com/a-/AOh14Gh0r-3Tq2qSsSvXK1Y7r9a0liN5ooMTnrBi9IuBiA,"Wenn ich das richtig verstehe klappt es nur in Kombination mit einem Fitness Armband. Das ist in meiner Sicht ein ganz großes Manko. Schritte zählen kann mein Smartphone auch, und das viel genauer als ein Armband, bei Rollator - Benutzung!",2,0,1.0.6,2020-04-15T22:41:52,,
1064,gerhard kleeberger,https://lh3.googleusercontent.com/-VApkjZFEmA8/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPSqqVMWVbaUIsOwjxteHUwAeumhw/photo.jpg,"Würde gerne mitmachen. Die Registrierung funktioniert nicht, weil das Umschalten für das Sonderzeichen @ nicht möglich ist. Das Einfügen der Email-Adresse ist nicht vorhanden.",2,0,1.0.4,2020-04-15T22:41:06,,
1065,Rudolf Simon,https://lh3.googleusercontent.com/-PODHWRFa0P4/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPlaqIkobiJejKs_D-eiNcBKguvNQ/photo.jpg,Würde gerne auch helfen aber wie bei allen anderen der Fehler wenn ich mich mit Google Fit verknüpfen möchte. Ich glaube es gibt einfach schon genug Probanden. LG,2,0,,2020-04-15T22:36:50,,
1066,Ludmilla Bond,https://lh3.googleusercontent.com/a-/AOh14GgQGd_e0q9ZpsisyJMwxF2YSRHY1ynpa4CIrd4,Dachte es funktioniert per Smartphone. So werden nicht viele Nutzer zur Datenspende gewonnen werden.,1,0,1.0.4,2020-04-15T22:23:58,,
1067,Stephan Schneider,https://lh3.googleusercontent.com/a-/AOh14GhlpDObIqIli4g2OhxyKR2k3ybR74yp84qSZ3XsvA,Finde den Ansatz gut und würde die App auch gerne nutzen. Leider ist das ( noch ) nicht mit meinem Xiaomi Band (4) möglich. Hoffe das ändert sich noch.,3,0,,2020-04-15T22:23:31,,
1068,Karsten Linnow,https://lh3.googleusercontent.com/a-/AOh14GgkZ9u6ACerF54ibDKwLIUsfCW3q2Jcw0pxKQDTiQI,"Einrichtung schnell und selbst erklärend. Garmin Vivoactive 3 wurde problemlos verbunden. Auf Nachfrage teilte das RKI mit dass teilweise die Anzahl der gespendeten Tage nicht korrekt angezeigt werden da die Server überlastet sind, die Daten kommen jedoch in jedem Fall beim RKI an. Garmin Vivoactive 3, Huawei Mate 9, Android 9. Danke an alle beim RKI!",5,1,1.0.6,2020-04-15T22:18:31,,
1069,Wolfgang Fleckhaus,https://lh3.googleusercontent.com/a-/AOh14Gje5EwO-7PvjOZBzfKEcsL2LRj3nV0LOwvZQYMGGA,Ich habe eine Smartwatch von Samsung und würde mich auch gerne an der Datenspende beteiligen. Leider wird Samsung nicht bei den Herstellern aufgeführt. Sind hier Erweiterungen geplant?,2,1,1.0.6,2020-04-15T22:05:17,,
1070,stef fisch,https://lh3.googleusercontent.com/-pU6QRkMaCcU/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJO3PKwcaV27lk7CmTHRlsK_xFehgw/photo.jpg,"Funktion scheinbar NULL! Die App zeigt seit der Installation vor über einer Woche ""Anzahl Ihrer gespendeten Tage: 0"" App einfach zu finden und einzurichten, die Anbindung an Garmin einigermaßen simpel, aber keine Kontrollmöglichkeit von Anbindung, Übertragung oder Fehlern - lt. FAQ evtl spätere Übertragung",2,0,1.0.6,2020-04-15T22:04:40,,
1071,Hans-Werner Fell,https://lh3.googleusercontent.com/a-/AOh14GixWqrspeDFP65qTSIl1DGxNFa6MaQg-JYntVcYaw,"Eine Anzeige, was gespendet wurde, wäre sehr schön.",4,1,1.0.6,2020-04-15T21:54:31,,
1072,Jan Wippern,https://lh3.googleusercontent.com/a-/AOh14GiPF9KQI1LMAcN-oCtT1eTp-t8R_7OF4cuP-AUR,"Guter Start. Ich gehe davon aus, dass demnächst noch mehr Anbieter nativ unterstützt werden, bei der uneingeschränkten Google-Fit-Weitergabe habe ich ein bisschen Bauchschmerzen. Huami (=Mi-Band u. Amazfit) wäre wegen der Reichweite großartig. Jetzt fehlt als vertrauensbildende Maßnahme noch der Quellcode o. wenigstens ein unabhängiger Audit. Wäre schön, wenn die Funktionsweise, also das Abgreifen der Daten auf Kontenebene, schon bei der Einrichtung offengelegt würde, statt nur über die Hilfe.",3,2,1.0.6,2020-04-15T21:44:53,,
1073,Mariia Joanna,https://lh3.googleusercontent.com/-TrEmmFldFeA/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNHjM3wuy7AHXTTxhD4Zf2KamGUKA/photo.jpg,"Gute Idee, kann die App aber leider nicht nutzen, da ein Smartphone hierfür nicht ausreicht. Bitte um App für Smartphones. Danke. Vielen Dank an das RKI",4,0,1.0.6,2020-04-15T21:44:10,,
1074,Hans Josef Kremer,https://lh3.googleusercontent.com/a-/AOh14GhITdslAh7lHgAtx8rhP64YupeUrw8pUiBao9kAPrs,"Habe die App seit dem 1. Tag, es wird noch keine einzige Datenspende angezeigt - Tage 0",3,0,1.0.6,2020-04-15T21:40:39,,
1075,Conny,https://lh3.googleusercontent.com/-maJtQIj7iVw/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJPnc7UTzYO3eqUe_mL0BmeUuPZf2Q/photo.jpg,"Hätte gern gespendet, aber leider gibt es die Samsung Smartwatch nicht.",1,1,1.0.6,2020-04-15T21:37:39,,
1076,Dirk König,https://lh3.googleusercontent.com/-9U9kmAi8MmE/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJMdmQDEixe2sVFONP9KQqWa1e-cSg/photo.jpg,Kann Google Fit nicht öffnen und kann man Konto nicht anmelden.,1,0,1.0.6,2020-04-15T21:33:38,,
1077,Peter Hermann,https://lh3.googleusercontent.com/a-/AOh14Ggn3TzhvowgkbwmziqWHrz3RIUcVpqgd8s64s8_mQ,Sieht ordentlich aus.,5,0,1.0.6,2020-04-15T21:30:01,,
1078,Sabine Schmolz,https://lh3.googleusercontent.com/-_O1Fbr1IiQs/AAAAAAAAAAI/AAAAAAAAAAA/AAKWJJNYuOR1KbJcvzNXt9cNi2nPBztBSg/photo.jpg,"Also, erst einmal weiß ich gar nicht, mit was ich das verbinden soll. Samsung watch steht da nicht zur Auswahl (?). Und dann wenn ich mein Googlekonto verbinden möchte, stürzt die app immer ab. Ansatz top, Umsetzung flop",2,0,,2020-04-15T21:17:25,,
1079,XzzXthai Official,https://lh3.googleusercontent.com/a-/AOh14GjuwZJCHFNnuuz1UlInKmOGDwdSwgFfznuomBcXSw,Anmelden mit googlefit geht bis es sich zurück zur App weiterleiten soll da will er nicht da steht was von redirection error,1,0,1.0.4,2020-04-15T20:59:58,,
1080,Daniel Zirpins,https://lh3.googleusercontent.com/a-/AOh14GilDDkCqfdgNoZZOSryhFQqzI6vJ5zQHdyDLXP9,Immer noch keine huawei smartwatch verfügbar,1,2,1.0.6,2020-04-15T20:49:23,,
1081,Christian Beckers,https://lh3.googleusercontent.com/a-/AOh14GjRlWzIE4MxbLuEhDEYJ-obi9aJEk71bPErYP1rKQ,"App vor 4 Tagen installiert. Zeigt allerdings keine ""gespendeten"" Tage an",2,1,1.0.6,2020-04-15T20:46:40,,
1082,Nicklas Schröer,https://lh3.googleusercontent.com/a-/AOh14GgoCS4aoSvfOOnY_5S9g9XoqCxcc3wE904FuRxA,Ich finde die Grund Idee anonüme daten zu senden gut aber es fehlt die Möglichkeit es mit Samsung health zu verbinden somit unbrauchbar für samsung Nutzer oder man installiert eine Synchronisations App.,4,0,,2020-04-15T20:41:14,,
1083,Sebastian Gaidzik,https://lh3.googleusercontent.com/a-/AOh14GiyAitkUAjm4w3Y7HaCiicDTw2e_175Q4zRCyZ_0Hg,Sehr nix da,1,1,,2020-04-15T20:40:24,,
1084,Ein Google-Nutzer,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Konnte mich mit meinem Huawei P30pro in der App nicht anmelden. Weder über FitBit noch mit Google fit. Hätte ja auch geholfen, aber so wird es mir verwehrt.",1,1,,2020-04-15T20:38:28,,
